Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Fraction 15	Fraction 16	Fraction 17	Fraction 18	Q-value	Score	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity not corrected 0	Reporter intensity not corrected 1	Reporter intensity not corrected 2	Reporter intensity not corrected 3	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Intensity	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9UDY4	Q9UDY4	3	2	2	DnaJ homolog subfamily B member 4	DNAJB4	>sp|Q9UDY4|DNJB4_HUMAN DnaJ homolog subfamily B member 4 OS=Homo sapiens GN=DNAJB4 PE=1 SV=1	1	3	2	2	10.7	7.1	7.1	37.806	337	337	9.33								2				1							0	7.8608	4929.7	5055.2	4355.5	5968.3	4929.7	5055.2	4355.5	5968.3	2	2	2	2	73490000	3				5134	11857;15686;37482	True;True;False	12388;16389;39419	19049;25643;25644;60547;60548	19567;26358;26359;62126;62127	19567;26358;62127		
Q9UDY8	Q9UDY8	6	6	6	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	MALT1	>sp|Q9UDY8|MALT1_HUMAN Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens GN=MALT1 PE=1 SV=1	1	6	6	6	9.6	9.6	9.6	92.271	824	824	13									1	1			2			1	1		0	22.251	0	0	0	0	0	0	0	0	0	0	0	0	208760000	6				5135	2232;3608;22704;24895;24995;36584	True;True;True;True;True;True	2320;3771;23692;26208;26311;38469	3622;5845;36651;40497;40678;59095	3730;6027;37624;41546;41740;60645	3730;6027;37624;41546;41740;60645		
Q9UEE9	Q9UEE9	2	2	2	Craniofacial development protein 1	CFDP1	>sp|Q9UEE9|CFDP1_HUMAN Craniofacial development protein 1 OS=Homo sapiens GN=CFDP1 PE=1 SV=1	1	2	2	2	6.7	6.7	6.7	33.592	299	299	10.5									1			1							0	4.8407	5466.9	5845.5	5294.9	6909.7	5466.9	5845.5	5294.9	6909.7	1	1	1	1	177790000	2				5136	30857;35739	True;True	32431;37579	49736;57643	50977;59146	50977;59146		
Q9UER7	Q9UER7	1	1	1	Death domain-associated protein 6	DAXX	>sp|Q9UER7|DAXX_HUMAN Death domain-associated protein 6 OS=Homo sapiens GN=DAXX PE=1 SV=2	1	1	1	1	1.6	1.6	1.6	81.372	740	740	2		1																	0.00078385	2.6023	16130	13445	14401	16038	16130	13445	14401	16038	1	1	1	1	29676000	1				5137	28158	True	29624	45598	46745	46745		
Q9UEU0	Q9UEU0	2	2	2	Vesicle transport through interaction with t-SNAREs homolog 1B	VTI1B	>sp|Q9UEU0|VTI1B_HUMAN Vesicle transport through interaction with t-SNAREs homolog 1B OS=Homo sapiens GN=VTI1B PE=1 SV=3	1	2	2	2	8.2	8.2	8.2	26.688	232	232	8					1						1								0	4.0563	0	0	0	0	0	0	0	0	0	0	0	0	76533000	2				5138	3374;12571	True;True	3529;13130	5476;20235	5647;20781	5647;20781		
Q9UFC0	Q9UFC0	2	2	2	Leucine-rich repeat and WD repeat-containing protein 1	LRWD1	>sp|Q9UFC0|LRWD1_HUMAN Leucine-rich repeat and WD repeat-containing protein 1 OS=Homo sapiens GN=LRWD1 PE=1 SV=2	1	2	2	2	4.2	4.2	4.2	70.86	647	647	10.3							1					2							0	26.904	5365.9	4591.3	4497.4	5179.8	5365.9	4591.3	4497.4	5179.8	2	2	2	2	131320000	3				5139	4378;10473	True;True	4582;10936	7037;7038;16795	7242;7243;17253	7243;17253		
Q9UFG5	Q9UFG5	2	2	2	UPF0449 protein C19orf25	C19orf25	>sp|Q9UFG5|CS025_HUMAN UPF0449 protein C19orf25 OS=Homo sapiens GN=C19orf25 PE=1 SV=2	1	2	2	2	33.1	33.1	33.1	12.878	118	118	9.5		1															1		0	8.4351	1368.1	1255.2	1167.2	1519.3	1368.1	1255.2	1167.2	1519.3	1	1	1	1	20737000	2				5140	11307;24331	True;True	11812;25518	18129;39429	18631;40441	18631;40441		
Q9UFN0;Q9BS92	Q9UFN0	3;1	3;1	3;1	Protein NipSnap homolog 3A	NIPSNAP3A	>sp|Q9UFN0|NPS3A_HUMAN Protein NipSnap homolog 3A OS=Homo sapiens GN=NIPSNAP3A PE=1 SV=2	2	3	3	3	13.4	13.4	13.4	28.466	247	247;247	5.25		1	2										1						0	10.445	16659	12004	12071	13530	16659	12004	12071	13530	3	3	3	3	180740000	4				5141	24361;28633;36125	True;True;True	25555;30114;37982	39480;39481;46312;58284	40493;40494;47469;59802	40494;47469;59802		
Q9UFW8	Q9UFW8	3	3	3	CGG triplet repeat-binding protein 1	CGGBP1	>sp|Q9UFW8|CGBP1_HUMAN CGG triplet repeat-binding protein 1 OS=Homo sapiens GN=CGGBP1 PE=1 SV=2	1	3	3	3	15.6	15.6	15.6	18.82	167	167	9				1							1	1							0	4.9411	5535.3	5925	6746.4	6244.2	5535.3	5925	6746.4	6244.2	1	1	1	1	121730000	3				5142	554;11053;17221	True;True;True	575;11545;18002	886;17722;28218	915;18205;29019	915;18205;29019		
Q9UG63	Q9UG63	18	18	18	ATP-binding cassette sub-family F member 2	ABCF2	>sp|Q9UG63|ABCF2_HUMAN ATP-binding cassette sub-family F member 2 OS=Homo sapiens GN=ABCF2 PE=1 SV=2	1	18	18	18	28.6	28.6	28.6	71.289	623	623	10.1	1		1			1	2	6	1	2			3	2	1	2	1		0	70.376	118670	116330	109000	124570	118670	116330	109000	124570	15	15	15	15	3457500000	23				5143	7830;9061;10086;16391;19803;20838;20924;21702;23211;24324;28256;30825;31283;34360;38398;38399;38857;39567	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	8174;9463;10533;17134;20676;21752;21839;22636;22637;24218;25509;29728;32396;32872;36130;40371;40372;40847;41580	12635;14540;16172;16173;26844;32134;32135;33800;33932;35114;35115;35116;37426;39420;45735;49685;50390;55426;62026;62027;62773;63902;63903	13001;14935;16612;16613;27603;32994;32995;34691;34828;36051;36052;36053;38405;40432;46882;50925;51663;56850;63659;63660;64421;65580;65581	13001;14935;16613;27603;32994;34691;34828;36052;38405;40432;46882;50925;51663;56850;63659;63660;64421;65580	2226	453
Q9UGI8	Q9UGI8	18	18	18	Testin	TES	>sp|Q9UGI8|TES_HUMAN Testin OS=Homo sapiens GN=TES PE=1 SV=1	1	18	18	18	47.5	47.5	47.5	47.996	421	421	13		2		1				1		1	3	7	1		6	3	3	4	0	124.55	104640	144100	144110	137220	104640	144100	144110	137220	21	21	21	21	6043800000	32				5144	3974;4026;7706;8285;14784;21090;22054;22790;23991;25206;26421;26460;27741;28042;28659;29963;32141;34350	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	4161;4216;8047;8643;15449;22009;23023;23781;25088;26529;27815;27816;27857;29183;29507;30141;30142;31494;33787;33788;36120	6424;6503;12436;12437;12438;13313;13314;24122;24123;34168;35685;35686;36774;38749;40994;40995;42985;42986;42987;43043;44980;44981;45438;46350;46351;46352;48328;51764;51765;51766;55413;55414	6609;6688;12800;12801;12802;13696;13697;24786;24787;35064;36627;36628;37747;39750;42060;42061;44104;44105;44106;44163;46126;46127;46585;47507;47508;47509;49511;53063;53064;53065;56837;56838	6609;6688;12801;13697;24787;35064;36628;37747;39750;42061;44105;44163;46126;46585;47507;49511;53064;56837	2227;2228;2229;2230	10;92;129;222
Q9UGJ1	Q9UGJ1	1	1	1	Gamma-tubulin complex component 4	TUBGCP4	>sp|Q9UGJ1|GCP4_HUMAN Gamma-tubulin complex component 4 OS=Homo sapiens GN=TUBGCP4 PE=1 SV=1	1	1	1	1	1.9	1.9	1.9	76.088	667	667	18																		1	0	9.8122	0	0	0	0	0	0	0	0	0	0	0	0	18248000	1				5145	20721	True	21628	33617	34507	34507		
Q9UGL1	Q9UGL1	2	1	1	Lysine-specific demethylase 5B	KDM5B	>sp|Q9UGL1|KDM5B_HUMAN Lysine-specific demethylase 5B OS=Homo sapiens GN=KDM5B PE=1 SV=3	1	2	1	1	1.5	0.6	0.6	175.66	1544	1544	15															1				0.0017081	2.1354	15145	10734	7938.2	8145.5	15145	10734	7938.2	8145.5	1	1	1	1	9968200	1				5146	15904;34063	True;False	16613;35817	26009;54967	26746;56385	26746;56385		
Q9UGM6	Q9UGM6	9	9	9	Tryptophan--tRNA ligase, mitochondrial	WARS2	>sp|Q9UGM6|SYWM_HUMAN Tryptophan--tRNA ligase, mitochondrial OS=Homo sapiens GN=WARS2 PE=1 SV=1	1	9	9	9	27.2	27.2	27.2	40.146	360	360	7.18	1		3	2						1	2		1			1			0	31.124	57816	42441	32498	37963	57816	42441	32498	37963	4	4	4	4	963950000	11				5147	13228;16794;17356;19435;29642;29899;31167;36786;38818	True;True;True;True;True;True;True;True;True	13816;17557;18142;20298;31157;31427;32747;38680;40806	21272;27535;27536;28422;31561;31562;47836;48230;50212;59432;62713	21837;28328;28329;29225;32407;32408;49014;49411;51470;60989;64361	21837;28328;29225;32407;49014;49411;51470;60989;64361		
Q9UGN5	Q9UGN5	4	4	4	Poly [ADP-ribose] polymerase 2	PARP2	>sp|Q9UGN5|PARP2_HUMAN Poly [ADP-ribose] polymerase 2 OS=Homo sapiens GN=PARP2 PE=1 SV=2	1	4	4	4	5.8	5.8	5.8	66.205	583	583	11			1				1									1		1	0	7.5629	1548.9	1084.1	697.48	954.5	1548.9	1084.1	697.48	954.5	1	1	1	1	325580000	4				5148	12321;16373;18363;25868	True;True;True;True	12877;17114;19188;27228	19857;26817;29939;42059	20395;27576;30765;43150	20395;27576;30765;43150		
Q9UGP4	Q9UGP4	3	3	3	LIM domain-containing protein 1	LIMD1	>sp|Q9UGP4|LIMD1_HUMAN LIM domain-containing protein 1 OS=Homo sapiens GN=LIMD1 PE=1 SV=1	1	3	3	3	6.8	6.8	6.8	72.189	676	676	11.7			1												1		1		0	49.973	15574	12233	9467.4	11087	15574	12233	9467.4	11087	2	2	2	2	112920000	3				5149	10105;15569;31803	True;True;True	10553;16265;33435	16204;25446;51253	16644;26159;52545	16644;26159;52545		
Q9UGP8	Q9UGP8	9	9	9	Translocation protein SEC63 homolog	SEC63	>sp|Q9UGP8|SEC63_HUMAN Translocation protein SEC63 homolog OS=Homo sapiens GN=SEC63 PE=1 SV=2	1	9	9	9	15	15	15	87.996	760	760	4.9	3		1	3				1		1			1						0	70.356	68394	44674	46637	51844	68394	44674	46637	51844	8	8	8	8	931790000	10				5150	2686;4391;18401;22831;24154;27928;31503;31504;33497	True;True;True;True;True;True;True;True;True	2811;4595;19228;23822;25299;29391;33122;33123;35217	4381;7058;29983;36834;36835;39098;45274;50788;50789;54036	4513;7263;30809;37807;37808;40108;46421;52069;52070;55432	4513;7263;30809;37808;40108;46421;52069;52070;55432		
Q9UGQ3	Q9UGQ3	1	1	1	Solute carrier family 2, facilitated glucose transporter member 6	SLC2A6	>sp|Q9UGQ3|GTR6_HUMAN Solute carrier family 2, facilitated glucose transporter member 6 OS=Homo sapiens GN=SLC2A6 PE=1 SV=2	1	1	1	1	2	2	2	54.539	507	507	15															1				0	6.7162	22599	14446	11111	11774	22599	14446	11111	11774	1	1	1	1	17549000	1				5151	30963	True	32540	49911	51168	51168		
Q9UGU0	Q9UGU0	3	3	3	Transcription factor 20	TCF20	>sp|Q9UGU0|TCF20_HUMAN Transcription factor 20 OS=Homo sapiens GN=TCF20 PE=1 SV=3	1	3	3	3	1.7	1.7	1.7	211.77	1960	1960	12.7												1	2						0	8.0911	21219	16164	15509	16409	21219	16164	15509	16409	2	2	2	2	67872000	3				5152	18752;23581;31847	True;True;True	19588;24593;33480	30476;38001;51323	31307;38996;52615	31307;38996;52615		
Q9UGU5	Q9UGU5	1	1	1	HMG domain-containing protein 4	HMGXB4	>sp|Q9UGU5|HMGX4_HUMAN HMG domain-containing protein 4 OS=Homo sapiens GN=HMGXB4 PE=1 SV=2	1	1	1	1	2.8	2.8	2.8	65.711	601	601	8								1											0	6.5568	0	0	0	0	0	0	0	0	0	0	0	0	22350000	1				5153	4509	True	4716	7255	7467	7467		
Q9UGV2	Q9UGV2	2	2	2	Protein NDRG3	NDRG3	>sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens GN=NDRG3 PE=1 SV=2	1	2	2	2	6.4	6.4	6.4	41.408	375	375	7.33				2										1					0	23.382	17766	23845	18721	20887	17766	23845	18721	20887	3	3	3	3	614210000	3				5154	5200;13761	True;True	5430;14367	8343;22116;22117	8575;22708;22709	8575;22708		
Q9UGY1	Q9UGY1	2	2	2	Nucleolar protein 12	NOL12	>sp|Q9UGY1|NOL12_HUMAN Nucleolar protein 12 OS=Homo sapiens GN=NOL12 PE=1 SV=1	1	2	2	2	5.2	5.2	5.2	24.663	213	213	13								1										1	0.00040758	3.2069	1775	2292	4638.8	4085.3	1775	2292	4638.8	4085.3	1	1	1	1	197490000	2				5155	23341;23342	True;True	24350;24351	37622;37623	38605;38606	38605;38606		
Q9UH17;P31941	Q9UH17;P31941	2;1	2;1	2;1	DNA dC->dU-editing enzyme APOBEC-3B;DNA dC->dU-editing enzyme APOBEC-3A	APOBEC3B;APOBEC3A	>sp|Q9UH17|ABC3B_HUMAN DNA dC->dU-editing enzyme APOBEC-3B OS=Homo sapiens GN=APOBEC3B PE=1 SV=1;>sp|P31941|ABC3A_HUMAN DNA dC->dU-editing enzyme APOBEC-3A OS=Homo sapiens GN=APOBEC3A PE=1 SV=3	2	2	2	2	5.2	5.2	5.2	45.924	382	382;199	8				1								1							0.0006035	2.9969	0	0	0	0	0	0	0	0	0	0	0	0	15462000	2				5156	970;9663	True;True	1007;10090	1541;15488	1580;15908	1580;15908		
Q9UH62	Q9UH62	6	6	6	Armadillo repeat-containing X-linked protein 3	ARMCX3	>sp|Q9UH62|ARMX3_HUMAN Armadillo repeat-containing X-linked protein 3 OS=Homo sapiens GN=ARMCX3 PE=1 SV=1	1	6	6	6	17.2	17.2	17.2	42.5	379	379	8.08	3	3									1		2			1	1	1	0	31.338	68208	49352	52731	62399	68208	49352	52731	62399	8	8	8	8	1974800000	12				5157	2943;5240;15515;20176;21498;22010	True;True;True;True;True;True	3075;5470;16208;21056;22425;22426;22977	4784;8400;8401;8402;8403;25358;32705;32706;32707;34794;34795;35620	4923;8633;8634;8635;8636;26057;33576;33577;33578;35698;35699;36562	4923;8634;26057;33577;35699;36562	2231	276
Q9UH65	Q9UH65	17	17	17	Switch-associated protein 70	SWAP70	>sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens GN=SWAP70 PE=1 SV=1	1	17	17	17	28.4	28.4	28.4	68.997	585	585	11.6		1			1	4	2		1	1	1	1			2	1	4	3	0	77.32	37414	42933	40358	48748	37414	42933	40358	48748	10	10	10	10	3088600000	22				5158	1614;5114;7832;10845;10846;18121;18610;20500;22562;25909;25910;28081;31806;33049;35151;36823;38258	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1680;5343;8176;11328;11329;18933;19443;21401;23547;27273;27274;29546;33438;34743;36970;38718;40223	2643;8216;8217;12637;17402;17403;29589;30272;33270;33271;36451;42130;42131;45484;51256;51257;51258;53253;56690;56691;59481;61797	2736;8447;8448;13003;17875;17876;30408;31100;34156;34157;37408;43223;43224;46631;52548;52549;52550;54620;58136;58137;61038;63428	2736;8447;13003;17875;17876;30408;31100;34156;37408;43223;43224;46631;52549;54620;58136;61038;63428	2232	526
Q9UH77	Q9UH77	1	1	1	Kelch-like protein 3	KLHL3	>sp|Q9UH77|KLHL3_HUMAN Kelch-like protein 3 OS=Homo sapiens GN=KLHL3 PE=1 SV=2	1	1	1	1	1.5	1.5	1.5	64.969	587	587	16.5																1	1		0.0083032	1.5262	4861	3185.4	2824.9	3771.3	4861	3185.4	2824.9	3771.3	2	2	2	2	1634100000	2				5159	9045	True	9447	14517;14518	14912;14913	14913		
Q9UH99	Q9UH99	5	4	4	SUN domain-containing protein 2	SUN2	>sp|Q9UH99|SUN2_HUMAN SUN domain-containing protein 2 OS=Homo sapiens GN=SUN2 PE=1 SV=3	1	5	4	4	8.8	7.7	7.7	80.31	717	717	8.25	1					1					1				1				0	12.92	0	0	0	0	0	0	0	0	0	0	0	0	292760000	4				5160	4170;6874;15477;16151;30152	False;True;True;True;True	4367;7179;16169;16869;31690	6725;11072;25303;26405;48604	6912;11373;26002;27156;49792	6912;11373;26002;27156;49792		
Q9UHA2	Q9UHA2	1	1	1	SS18-like protein 2	SS18L2	>sp|Q9UHA2|S18L2_HUMAN SS18-like protein 2 OS=Homo sapiens GN=SS18L2 PE=3 SV=1	1	1	1	1	15.6	15.6	15.6	8.8349	77	77	18																		1	0	4.3222	7718.9	6862	6974.8	7248.1	7718.9	6862	6974.8	7248.1	1	1	1	1	68284000	1				5161	12328	True	12885	19869	20407	20407		
Q9UHA3	Q9UHA3	2	2	2	Probable ribosome biogenesis protein RLP24	RSL24D1	>sp|Q9UHA3|RLP24_HUMAN Probable ribosome biogenesis protein RLP24 OS=Homo sapiens GN=RSL24D1 PE=1 SV=1	1	2	2	2	9.2	9.2	9.2	19.621	163	163	11										1		1							0.00059477	2.7768	27751	13474	16073	16237	27751	13474	16073	16237	1	1	1	1	216090000	2				5162	25034;27926	True;True	26351;29388	40739;45271	41802;46418	41802;46418		
Q9UHB4	Q9UHB4	3	3	3	NADPH-dependent diflavin oxidoreductase 1	NDOR1	>sp|Q9UHB4|NDOR1_HUMAN NADPH-dependent diflavin oxidoreductase 1 OS=Homo sapiens GN=NDOR1 PE=1 SV=1	1	3	3	3	10.2	10.2	10.2	66.762	597	597	2.33	1	1		1															0	47.409	10954	11405	11785	12374	10954	11405	11785	12374	3	3	3	3	50291000	3				5163	10897;21291;26656	True;True;True	11380;22215;28055	17477;34479;43348	17958;35377;44473	17958;35377;44473		
Q9UHB6	Q9UHB6	20	20	20	LIM domain and actin-binding protein 1	LIMA1	>sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1 PE=1 SV=1	1	20	20	20	28.2	28.2	28.2	85.225	759	759	6.93	5		1		6	3	3	3			2		1		1			2	0	179.26	106600	87643	85687	84186	106600	87643	85687	84186	15	15	15	15	3933500000	27				5164	8175;8185;8186;8922;9028;12905;13777;14016;14017;14985;16593;25031;26179;28349;30037;30146;31607;31769;36044;39278	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	8529;8539;8540;9318;9430;13486;14383;14636;14637;15656;17342;26348;27554;29823;31571;31684;33232;33400;37897;37898;41286	13151;13163;13164;14312;14493;20783;22146;22601;22602;24437;24438;27180;40734;42588;45868;45869;48438;48596;48597;50953;50954;51202;51203;58140;58141;58142;63471	13528;13540;13541;14704;14887;21334;22742;23203;23204;25106;25107;27953;41797;43698;47018;47019;49624;49784;49785;52237;52238;52494;52495;59651;59652;59653;65148	13528;13540;13541;14704;14887;21334;22742;23203;23204;25106;27953;41797;43698;47018;49624;49785;52237;52494;59652;65148	2233	508
Q9UHB7	Q9UHB7	4	4	4	AF4/FMR2 family member 4	AFF4	>sp|Q9UHB7|AFF4_HUMAN AF4/FMR2 family member 4 OS=Homo sapiens GN=AFF4 PE=1 SV=1	1	4	4	4	3.6	3.6	3.6	127.46	1163	1163	10								1	2					1					0	9.8071	23838	18829	20326	23518	23838	18829	20326	23518	3	3	3	3	236510000	4				5165	8849;15090;27531;33916	True;True;True;True	9243;15768;28969;35654	14206;24622;44673;54716	14598;25294;45814;56128	14598;25294;45814;56128		
Q9UHB9	Q9UHB9	18	18	18	Signal recognition particle subunit SRP68	SRP68	>sp|Q9UHB9|SRP68_HUMAN Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2	1	18	18	18	33.8	33.8	33.8	70.729	627	627	10.3				2	3		1	6	1	1			2	1	2	1	1	2	0	169.45	136090	110770	110110	121620	136090	110770	110110	121620	19	19	19	19	3309700000	23				5166	184;2080;4322;5364;6264;6861;8848;9769;11229;18975;19389;20066;26134;28549;30341;30376;38574;39120	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	188;2162;4525;5600;6550;7166;9242;10199;11732;19820;20250;20944;27506;30028;31891;31927;40550;41116	286;3384;6960;8583;10087;11053;14205;15671;15672;17999;30803;31482;31483;32530;42514;42515;46191;46192;46193;48912;48970;62305;63194	297;3487;7164;8816;10379;11354;14597;16104;16105;18485;31637;32327;32328;33398;43624;43625;47347;47348;47349;50108;50167;63947;64862	297;3487;7164;8816;10379;11354;14597;16104;18485;31637;32328;33398;43625;47349;50108;50167;63947;64862		
Q9UHD1	Q9UHD1	9	9	9	Cysteine and histidine-rich domain-containing protein 1	CHORDC1	>sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens GN=CHORDC1 PE=1 SV=2	1	9	9	9	25.9	25.9	25.9	37.489	332	332	8.17	1	1	4	2	1		1			2	1		1	1				3	0	75.482	52559	69871	70506	73743	52559	69871	70506	73743	13	13	13	13	5256900000	18				5167	822;7791;17236;18844;26141;29345;32495;34386;34548	True;True;True;True;True;True;True;True;True	854;8135;18017;18018;19685;27513;30850;30851;34154;34155;36157;36327	1322;12579;12580;28241;28242;28243;30624;42524;47393;47394;47395;47396;52308;52309;55466;55467;55712;55713	1360;12945;12946;29043;29044;29045;31458;43634;48565;48566;48567;48568;53652;53653;56890;56891;57140;57141	1360;12946;29044;31458;43634;48567;53653;56891;57141	2234;2235;2236	115;295;310
Q9UHD2	Q9UHD2	4	4	4	Serine/threonine-protein kinase TBK1	TBK1	>sp|Q9UHD2|TBK1_HUMAN Serine/threonine-protein kinase TBK1 OS=Homo sapiens GN=TBK1 PE=1 SV=1	1	4	4	4	5.6	5.6	5.6	83.641	729	729	10.8				2													1	1	0	10.755	6661.9	7338.6	6627.6	6799.9	6661.9	7338.6	6627.6	6799.9	1	1	1	1	201990000	4				5168	7745;10006;25411;34566	True;True;True;True	8087;10450;26742;36346	12492;16053;41313;55734	12856;16493;42381;57162	12856;16493;42381;57162		
Q9UHD8	Q9UHD8	13	13	13	Septin-9	SEPT9	>sp|Q9UHD8|SEPT9_HUMAN Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	1	13	13	13	21.8	21.8	21.8	65.401	586	586	9.05	5		2				1	2	2			1	4	1			3	1	0	45.681	74208	84698	74491	75981	74208	84698	74491	75981	17	17	17	17	4233600000	22				5169	875;2690;3407;10145;10647;18760;19928;28491;28710;32110;33346;37132;39147	True;True;True;True;True;True;True;True;True;True;True;True;True	910;2815;2816;3565;10594;11121;19596;20803;29969;30194;33754;35057;35058;39055;41144	1395;4387;4388;5533;16265;16266;17085;30490;30491;30492;32317;46094;46421;51711;51712;51713;53743;53744;53745;60015;60016;63235	1433;4519;4520;5704;16707;16708;17554;31321;31322;31323;33181;47249;47578;53010;53011;53012;55116;55117;55118;61590;61591;64903	1433;4520;5704;16708;17554;31321;33181;47249;47578;53011;55116;61591;64903	2237;2238	288;545
Q9UHD9	Q9UHD9	7	7	4	Ubiquilin-2	UBQLN2	>sp|Q9UHD9|UBQL2_HUMAN Ubiquilin-2 OS=Homo sapiens GN=UBQLN2 PE=1 SV=2	1	7	7	4	17.1	17.1	10.4	65.695	624	624	11.9					2			2	3				2	1			5		0	77.841	44685	48551	47124	60700	44685	48551	47124	60700	11	11	11	11	2458200000	16				5170	7582;12906;25877;25891;25982;27679;31727	True;True;True;True;True;True;True	7916;13487;27237;27238;27252;27253;27349;29120;33356	12246;12247;20784;20785;42070;42071;42072;42098;42099;42100;42262;44891;44892;51138;51139	12609;12610;21335;21336;43162;43163;43164;43190;43191;43192;43193;43365;46035;46036;52425;52426	12610;21336;43164;43193;43365;46036;52426	2164;2239	231;247
Q9UHG3	Q9UHG3	7	7	7	Prenylcysteine oxidase 1	PCYOX1	>sp|Q9UHG3|PCYOX_HUMAN Prenylcysteine oxidase 1 OS=Homo sapiens GN=PCYOX1 PE=1 SV=3	1	7	7	7	16.4	16.4	16.4	56.639	505	505	10.3			1	2		1			1				2		1			2	0	45.111	53280	40541	40826	47893	53280	40541	40826	47893	8	8	8	8	573270000	10				5171	7580;10381;15380;24041;24750;29845;33807	True;True;True;True;True;True;True	7914;10840;16067;25156;26050;31369;35537	12244;16644;16645;25098;38858;40265;48150;48151;54526;54527	12607;17099;17100;25786;39862;41290;49330;49331;55933;55934	12607;17099;25786;39862;41290;49331;55934	2240	292
Q9UHI6	Q9UHI6	6	6	6	Probable ATP-dependent RNA helicase DDX20	DDX20	>sp|Q9UHI6|DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens GN=DDX20 PE=1 SV=2	1	6	6	6	8.7	8.7	8.7	92.239	824	824	11.9						1					1	3			2				0	25.477	23831	26893	28260	33133	23831	26893	28260	33133	3	3	3	3	477810000	7				5172	6526;22007;27674;30547;32651;34276	True;True;True;True;True;True	6818;22974;29115;32109;34323;36038	10509;35617;44884;44885;49235;52564;55296	10805;36559;46028;46029;50438;53909;56719	10805;36559;46028;50438;53909;56719		
Q9UHK6	Q9UHK6	1	1	1	Alpha-methylacyl-CoA racemase	AMACR	>sp|Q9UHK6|AMACR_HUMAN Alpha-methylacyl-CoA racemase OS=Homo sapiens GN=AMACR PE=1 SV=2	1	1	1	1	2.6	2.6	2.6	42.386	382	382	5					1														0.00040469	3.1133	19292	14179	12666	15290	19292	14179	12666	15290	1	1	1	1	13316000	1				5173	29945	True	31473	48301	49483	49483		
Q9UHL4	Q9UHL4	5	5	5	Dipeptidyl peptidase 2	DPP7	>sp|Q9UHL4|DPP2_HUMAN Dipeptidyl peptidase 2 OS=Homo sapiens GN=DPP7 PE=1 SV=3	1	5	5	5	12	12	12	54.341	492	492	8.11				1	2		1	3					1		1				0	24.894	19394	19646	19367	23134	19394	19646	19367	23134	6	6	6	6	1151900000	9				5174	6180;11278;19592;23587;31128	True;True;True;True;True	6464;11781;20457;24599;32708	9960;9961;18069;18070;31799;31800;31801;38010;50163	10251;10252;18556;18557;32651;32652;32653;39005;51421	10252;18556;32651;39005;51421		
Q9UHN6	Q9UHN6	3	3	3	Transmembrane protein 2	TMEM2	>sp|Q9UHN6|TMEM2_HUMAN Transmembrane protein 2 OS=Homo sapiens GN=TMEM2 PE=1 SV=1	1	3	3	3	1.9	1.9	1.9	154.37	1383	1383	16.8																2	1	1	0	7.9834	0	0	0	0	0	0	0	0	0	0	0	0	105830000	4				5175	1174;14419;26531	True;True;True	1221;15056;15057;27929	1909;23338;23339;43154	1983;23959;23960;44274	1983;23960;44274	2241	544
